
# nouns using wiki-news fastTExt vectors

tehsil tehsils
Thesis Theses 
printout printouts 
impulse impulses 
one-liner one-liners 
scarf scarfs 
graph graphs 
grandparent grandparents 
Strategy Strategies 
haircut haircuts 
enclave enclaves 
recollection recollections 
schedule schedules 
promo promos 
impediment impediments 
flag flags 
shrine shrines 
rectangle rectangles 
braid braids 
storyline storylines 
Card Cards 
clade clades 
blob blobs 
unit units 
drawing drawings 
outlet outlets 
inlay inlays 
manuscript manuscripts 
gravestone gravestones 
receipt receipts 
fountain fountains 
estuary estuaries 
job jobs 
station stations 
affidavit affidavits 
idol idols 
Font Fonts 
chest chests 
density densities 
defender defenders 
incarnation incarnations 
grape grapes 
Prophet Prophets 
plug plugs 
culture cultures 
wheelchair wheelchairs 
reagent reagents 
doer doers 
transmitter transmitters 
symbol symbols 
scandal scandals 
fallacy fallacies 
coincidence coincidences 
probability probabilities 
vault vaults 
intervention interventions 
verb verbs 
driveway driveways 
difference differences 
excursion excursions 
duplicate duplicates 
roof roofs 
performance performances 
Image Images 
worldview worldviews 
hook hooks 
videogame videogames 
villa villas 
handicap handicaps 
issue issues 
sport sports 
Monitor Monitors 
rejection rejections 
accomplice accomplices 
planter planters 
database databases 
observation observations 
wig wigs 
position positions 
request requests 
tv tvs 
sink sinks 
pun puns 
component components 
obsession obsessions 
radio radios 
placard placards 
collaborator collaborators 
tourist tourists 
mutation mutations 
subset subsets 
comeback comebacks 
qualifier qualifiers 
color colors 
orientation orientations 
shortcoming shortcomings 
lineage lineages 
Bag Bags 
legend legends 
tooltip tooltips 
building buildings 
battery batteries 
phone phones 
lobbyist lobbyists 
Design Designs 
tulip tulips 
integer integers 
understanding understandings 
scientist scientists 
passageway passageways 
repository repositories 
influencer influencers 
misunderstanding misunderstandings 
Source Sources 
dream dreams 
dancer dancers 
interface interfaces 
Book Books 
lake lakes 
book books 
clause clauses 
trustee trustees 
lecture lectures 
waterfall waterfalls 
x-ray x-rays 
plotline plotlines 
handbook handbooks 
cabinet cabinets 
Symbol Symbols 
Agency Agencies 
facility facilities 
Manual Manuals 
medal medals 
shirt shirts 
control controls 
haplogroup haplogroups 
touchscreen touchscreens 
automobile automobiles 
reproduction reproductions 
obstacle obstacles 
habitat habitats 
teaser teasers 
crafter crafters 
transaction transactions 
attitude attitudes 
wreath wreaths 
professional professionals 
genome genomes 
shoreline shorelines 
cave caves 
winner winners 
Candle Candles 
preview previews 
shelf shelves 
gif gifs 
ridge ridges 
cart carts 
department departments 
disclaimer disclaimers 
resource resources 
writ writs 
narrative narratives 
revenue revenues 
avenue avenues 
Vacation Vacations 
Gift Gifts 
programme programmes 
thingie thingies 
trolley trolleys 
change changes 
Portrait Portraits 
baddie baddies 
garden gardens 
logo logos 
soloist soloists 
tray trays 
methodology methodologies 
hypothesis hypotheses 
disagreement disagreements 
counter counters 
bathroom bathrooms 
recorder recorders 
clinic clinics 
truth truths 
decoder decoders 
Imam Imams 
traitor traitors 
manipulation manipulations 
predicate predicates 
Blueprint Blueprints 
place places 
friendship friendships 
placement placements 
limitation limitations 
difficulty difficulties 
appetite appetites 
newsgroup newsgroups 
seedling seedlings 
brand brands 
handbag handbags 
option options 
motorcyclist motorcyclists 
industry industries 
thunderstorm thunderstorms 
histogram histograms 
dialog dialogs 
tunnel tunnels 
desk desks 
coating coatings 
headset headsets 
rebuttal rebuttals 
writer writers 
creator creators 
pianist pianists 
cloud clouds 
Artifact Artifacts 
cornerstone cornerstones 
photographer photographers 
signal signals 
annotation annotations 
landline landlines 
snippet snippets 
tweak tweaks 
scenario scenarios 
justification justifications 
flashlight flashlights 
calculator calculators 
Device Devices 
Distribution Distributions 
airship airships 
purchase purchases 
transition transitions 
engagement engagements 
deficiency deficiencies 
Smartphone Smartphones 
petitioner petitioners 
scholar scholars 
coefficient coefficients 
violin violins 
ancestor ancestors 
detector detectors 
Project Projects 
videotape videotapes 
fraud frauds 
genealogy genealogies 
category categories 
mortgage mortgages 
buzzword buzzwords 
savior saviors 
gate gates 
citation citations 
cafeteria cafeterias 
theory theories 
entrepreneur entrepreneurs 
translator translators 
awning awnings 
bundle bundles 
discovery discoveries 
upheaval upheavals 
instrument instruments 
career careers 
notification notifications 
inverter inverters 
manual manuals 
valley valleys 
theme themes 
playwright playwrights 
camcorder camcorders 
consultation consultations 
hierarchy hierarchies 
biker bikers 
Policy Policies 
principle principles 
ecosystem ecosystems 
iPod iPods 
mountain mountains 
pipe pipes 
earphone earphones 
ethnicity ethnicities 
Provider Providers 
arrangement arrangements 
spear spears 
Exhibition Exhibitions 
monument monuments 
ramp ramps 
diagram diagrams 
PhD PhDs 
curve curves 
defect defects 
conception conceptions 
mythology mythologies 
establishment establishments 
confession confessions 
violation violations 
behavior behaviors 
obituary obituaries 
timeline timelines 
tool tools 
plugin plugins 
notebook notebooks 
Treasure Treasures 
site sites 
notation notations 
roadway roadways 
cookbook cookbooks 
rocket rockets 
decree decrees 
backpack backpacks 
debate debates 
implication implications 
hyphen hyphens 
implementation implementations 
variance variances 
illustrator illustrators 
manufacturer manufacturers 
cardigan cardigans 
rod rods 
god gods 
Concept Concepts 
attic attics 
Technique Techniques 
druid druids 
prank pranks 
taunt taunts 
tradeoff tradeoffs 
bungalow bungalows 
appraiser appraisers 
workplace workplaces 
adverb adverbs 
weapon weapons 
acronym acronyms 
lodging lodgings 
backyard backyards 
lab labs 
joke jokes 
construction constructions 
disadvantage disadvantages 
journey journeys 
institute institutes 
forum forums 
urn urns 
parcel parcels 
rewrite rewrites 
laptop laptops 
coast coasts 
transplant transplants 
Solution Solutions 
motif motifs 
subclass subclasses 
creek creeks 
location locations 
Innovation Innovations 
Acquisition Acquisitions 
court courts 
textbook textbooks 
nugget nuggets 
enforcer enforcers 
hillside hillsides 
mechanism mechanisms 
deck decks 
fact facts 
elder elders 
emulator emulators 
booth booths 
Instrument Instruments 
set-up set-ups 
census censuses 
computer computers 
princess princesses 
Facility Facilities 
accusation accusations 
mast masts 
plan plans 
shot shots 
icon icons 
tribe tribes 
ATV ATVs 
frock frocks 
allotment allotments 
opening openings 
constraint constraints 
leaflet leaflets 
Tree Trees 
explanation explanations 
subtitle subtitles 
soldier soldiers 
endpoint endpoints 
wagon wagons 
VCR VCRs 
Link Links 
baton batons 
epistle epistles 
measure measures 
Ornament Ornaments 
sidekick sidekicks 
action actions 
barricade barricades 
email emails 
tent tents 
champion champions 
washer washers 
furniture furnitures 
ornament ornaments 
trend trends 
network networks 
lamp lamps 
derivative derivatives 
cannon cannons 
Receipt Receipts 
plea pleas 
encoder encoders 
kidney kidneys 
trade-off trade-offs 
sibling siblings 
inconvenience inconveniences 
locality localities 
floor floors 
spoof spoofs 
daemon daemons 
valve valves 
dungeon dungeons 
personality personalities 
Religion Religions 
inquiry inquiries 
edition editions 
creation creations 
situation situations 
membership memberships 
chart charts 
line lines 
confusion confusions 
estate estates 
scanner scanners 
cavern caverns 
enterprise enterprises 
PDA PDAs 
crane cranes 
operation operations 
protagonist protagonists 
tarp tarps 
closure closures 
proof proofs 
connotation connotations 
tissue tissues 
deception deceptions 
assignment assignments 
copy copies 
trek treks 
transponder transponders 
prosecutor prosecutors 
microcontroller microcontrollers 
bomber bombers 
meeting meetings 
commonality commonalities 
keyboard keyboards 
alleyway alleyways 
triangle triangles 
kind kinds 
judge judges 
DAC DACs 
quote quotes 
size sizes 
choir choirs 
dividend dividends 
guild guilds 
race races 
deployment deployments 
generalization generalizations 
image images 
speaker speakers 
Holiday Holidays 
exit exits 
village villages 
oddity oddities 
bus buses 
sheath sheaths 
sculptor sculptors 
certificate certificates 
congregation congregations 
landscape landscapes 
warhead warheads 
utterance utterances 
inconsistency inconsistencies 
teammate teammates 
tuple tuples 
victory victories 
supporter supporters 
config configs 
shipment shipments 
experiment experiments 
workflow workflows 
bicyclist bicyclists 
birthday birthdays 
compressor compressors 
hammock hammocks 
one those 
escalator escalators 
broadcaster broadcasters 
amendment amendments 
dataset datasets 
layer layers 
undertaking undertakings 
statute statutes 
analyzer analyzers 
application applications 
miracle miracles 
directory directories 
invention inventions 
Collaboration Collaborations 
oscillation oscillations 
check-up check-ups 
bearer bearers 
anecdote anecdotes 
critique critiques 
hut huts 
sculpture sculptures 
internship internships 
beacon beacons 
cliff cliffs 
heroine heroines 
dialogue dialogues 
educator educators 
hunk hunks 
thesis theses 
knight knights 
stance stances 
fragment fragments 
basement basements 
integration integrations 
survey surveys 
business businesses 
meadow meadows 
priest priests 
cameo cameos 
cellphone cellphones 
acceptance acceptances 
classifier classifiers 
fence fences 
restroom restrooms 
telegram telegrams 
giver givers 
motherboard motherboards 
election elections 
boutique boutiques 
intro intros 
antagonist antagonists 
evolution evolutions 
torpedo torpedoes 
discontinuity discontinuities 
sanctuary sanctuaries 
denial denials 
billboard billboards 
rider riders 
artefact artefacts 
demo demos 
controversy controversies 
contraption contraptions 
distortion distortions 
perturbation perturbations 
collection collections 
hero heroes 
toolbar toolbars 
router routers 
inclination inclinations 
nominee nominees 
rune runes 
filing filings 
Chart Charts 
embellishment embellishments 
Story Stories 
servant servants 
display displays 
Tool Tools 
monitor monitors 
insult insults 
magician magicians 
devotional devotionals 
announcement announcements 
vessel vessels 
plumber plumbers 
adjective adjectives 
lawn lawns 
analogy analogies 
Description Descriptions 
convenience conveniences 
porch porches 
council councils 
distraction distractions 
assemblage assemblages 
Weapon Weapons 
adapter adapters 
motorbike motorbikes 
duct ducts 
overlay overlays 
scholarship scholarships 
shaman shamans 
stipulation stipulations 
abomination abominations 
workaround workarounds 
airplane airplanes 
deviation deviations 
output outputs 
apartment apartments 
conduit conduits 
office offices 
meaning meanings 
feeling feelings 
scoundrel scoundrels 
voucher vouchers 
distinction distinctions 
irregularity irregularities 
ledge ledges 
figurine figurines 
flange flanges 
speculation speculations 
coastline coastlines 
annoyance annoyances 
word words 
gasket gaskets 
sphere spheres 
marker markers 
Hero Heroes 
charge charges 
Actor Actors 
program programs 
slice slices 
eccentricity eccentricities 
projectile projectiles 
tree trees 
simulator simulators 
vowel vowels 
synergy synergies 
team teams 
confirmation confirmations 
parenthesis parentheses 
emoticon emoticons 
effect effects 
recording recordings 
historian historians 
turret turrets 
formation formations 
flower flowers 
intuition intuitions 
screenwriter screenwriters 
celebration celebrations 
radiologist radiologists 
measurement measurements 
