

#----------
# sport
#----------

football hockey basketball 
nationale internazionale rationale 

make makes makers 
produce produces producers 

album band coldplay 
album's band's coldplay's 

said stated imitated 
saying stating imitating 

york chicago boston 
york's chicago's boston's 

german germans germany's 
norwegian norwegians norway's 

germany belgium norway 
germans belgians norwegians 

making speaking breaking 
makers speakers breakers 

light lights lighting 
highlight highlights highlighting 



wanted intended pretended 
wanting intending pretending 

china chinese china's 
korea korean korea's 

average beverage calorie 
averages beverages calories 

storm depression disturbance 
storms depressions disturbances 

sent ordered murdered 
sending ordering murdering 



elected voted debated 
electing voting debating 

writer writers writings 
translator translators translations 

writer poet biographer 
writing poetry biography 

helped tried promised 
helps tries promises 

helped helps helpers 
managed manages managers 

robert robertson robert's 
stephen stephenson stephen's 

think argue criticize 
thinking arguing criticizing 

chemical chemists chemically 
biological biologists biologically 

directed acted contacted 
directs acts contacts 

directed acted attracted 
directing acting attracting 

signed signs signing 
assigned assigns assigning 

discovered covered surrounded 
discovering covering surrounding 

established reformed transformed 
establishing reforming transforming 

david stephen harold 
david's stephen's harold's 

tried persuaded wished 
tries persuades wishes 

education enrollment accreditation 
educated enrolled accredited 




described mentioned questioned 
describing mentioning questioning 



awarded regarded boarded 
awarding regarding boarding 

awarded guarded beheaded 
awarding guarding beheading 

african rican argentinian 
africa's rica's argentina's 

african asian indonesian 
africa's asia's indonesia's 

scotland scottish scotland's 
norway norwegian norway's 

nominated eliminated discriminated 
nomination elimination discrimination 



institute institution institutes 
prostitute prostitution prostitutes 

americans cubans brazilians 
america's cuba's brazil's 

americans europeans italians 
america's europe's italy's 

piano percussion clarinet 
pianist percussionist clarinetist 

training trained trainers 
learning learned learners 

heat heating emitting 
cheat cheating admitting 

austria bavaria bohemia 
austrian bavarian bohemian 

officer commander legion 
officers commanders legions 

widely widespread widest 
rarely rare rarest 

failure lure pasture 
failures lures pastures 

competition repetition cognition 
competitive repetitive cognitive 

listed consisted resisted 
listing consisting resisting 

historical geographical biographical 
historian geographer biographer 

poet poets poetic 
scholar scholars scholastic 

file profile smile 
files profiles smiles 

painting pointing disappointing 
painted pointed disappointed 

dog dogs dog's 
horse horses horse's 

graduated graduate graduation 
educated educate education 

ordered attempted hoped 
ordering attempting hoping 

serving serves servers 
observing observes observers 

beautiful proud gentle 
beautifully proudly gently 

agreed convinced disappointed 
agreeing convincing disappointing 

module mod gadget 
modules mods gadgets 

sense sensation aspiration 
senses sensations aspirations 

meeting meets meetings 
arrival arrives arrivals 

liquid solvent reagent 
liquids solvents reagents 

philosophy philosophers philosophical 
psychology psychologists psychological 

candidate nomination oscar 
candidates nominations oscars 

writers readers wonders 
writer's reader's wonder's 

steel reel eel 
steels reels eels 

nominated nomination nominate 
dominated domination dominate 

pope popes pope's 
bishop bishops bishop's 

committee commission commitment 
committees commissions commitments 

jewish israeli palestinian 
jews israelites palestinians 

fighting sighting highlighting 
fights sights highlights 

fighting fighter fights 
lighting lighter lights 

defeated defeating undefeated 
beaten beating unbeaten 

defeated defeating defeats 
battled battling battles 

defeated battled besieged 
defeat battle siege 

addition edition expedition 
additions editions expeditions 

involved involves involving 
revolved revolves revolving 

involved solved resolved 
involving solving resolving 

involved focused relied 
involves focuses relies 

institute institutional instituted 
constitute constitutional constituted 

owned purchased acquired 
owning purchasing acquiring 

scientists scientist scientifically 
mathematicians mathematician mathematically 

scientists biologists geologists 
scientifically biologically geologically 

stopped topped whipped 
stopping topping whipping 

stopped dropped stepped 
stopping dropping stepping 

moon planet neptune 
moon's planet's neptune's 

shot stabbed grabbed 
shooting stabbing grabbing 

towards outwards inwards 
toward outward inward 

marriage marriages marrying 
carriage carriages carrying 

object objects objected 
subject subjects subjected 

forced reinforced enforced 
forcing reinforcing enforcing 

forced refused demanded 
forcing refusing demanding 

forced attempted prompted 
forcing attempting prompting 

further farther colder 
furthest farthest coldest 

castle fortress fortification 
castles fortresses fortifications 

composer violinist soloist 
composers violinists soloists 

effect affect defect 
effects affects defects 

swedish norwegian finnish 
swedes norwegians finns 

revolution revolutionary revolved 
evolution evolutionary evolved 

revolution revolving revolve 
evolution evolving evolve 

1970s 1980s 1950s 
mid-1970s mid-1980s mid-1950s 

northwest northeast northwestern 
south-west south-east south-western 

matches matching matched 
hatches hatching hatched 

press pressed pressing 
suppress suppressed suppression 

philosophy sociology palaeontology 
philosophers sociologists palaeontologists 

ends spends tends 
ending spending tending 

candidate delegate legislator 
candidates delegates legislatures 

defense defendant conviction 
defenses defendants convictions 

bishop bishops bishop's 
priest priests priestess 

particles atoms molecules 
particle atom molecule 

sell purchase lease 
selling purchasing leasing 

treated cheated insulted 
treating cheating insulting 

faster heavier rarer 
fastest heaviest rarest 

depending spending enjoying 
depends spends enjoys 

affected dissected subdued 
affection dissection subduction 

affected damaged devastated 
affecting damaging devastating 

suffered suffering suffers 
recovered recovering recovers 

egyptian israeli iraqi 
egypt's israel's iraq's 

anne jane elizabethan 
anne's jane's elizabeth's 

wrong correct incorrect 
wrongly correctly incorrectly 

afghanistan syria assyria 
afghans syrians assyrians 

default fault vault 
defaults faults vaults 

compete competing competitors 
participate participating participants 

radiation ionization polarization 
radiated ionized polarized 

romantic dramatic theatrical 
romantically dramatically theatrically 

governments parliaments monarchies 
government's parliament's monarch's 

refused refuse refusing 
convinced convince convincing 

refused persuaded disappointed 
refusal persuasion disappointment 

refused promised fulfilled 
refuse promise fulfill 

invasion invade invading 
occupation occupy occupying 

invasion evasion expulsion 
invade evade expel 

invasion occupation annexation 
invaded occupied annexed 

conflict conflicts conflicting 
struggle struggles struggling 

mentioned documented commented 
mentions documents comments 

ceremony celebration carnival 
ceremonies celebrations carnivals 

additional additions additive 
positional positions positive 

organizations agencies corporations 
organization's agency's corporation's 

sisters sister's sister-in-law 
fathers father's father-in-law 

punjab kashmir bihar 
punjabi kashmiri bihari 

dancing fencing archery 
dancer fencer archer 

talking walking stalking 
talks walks stalks 

fantasy adventure venture 
fantasies adventures ventures 

speaker loudspeaker breaker 
speakers loudspeakers breakers 

thinking liking biking 
thinks likes bikes 

thinking seeing waking 
thinks sees wakes 

twenty sixty seventy 
twenties sixties seventies 

relations conflicts negotiations 
relating conflicting negotiating 

biology microbiology pharmacology 
biologist microbiologist pharmacist 

wine vine grape 
wines vines grapes 

gallery sculpture jewellery 
galleries sculptures jewels 

answer ask convince 
answered asked convinced 

neck ligament filament 
necks ligaments filaments 

committed harassed interrogated 
commitment harassment interrogation 

farming farmers farmed 
planting planters planted 

farming planting gardening 
farmer planter gardener 

explain explanation explaining 
